,Before,After
58,-24522.925824620408,-24967.923780407593
59,-35211.329471145364,-35631.22389361576
60,-36145.44844073767,-36552.82464156243
61,-21426.990755694842,-21697.805329468665
62,-46285.040497529735,-46727.48825854207
63,-81070.66750684672,-81918.70801385667
64,-31319.535709782387,-31625.523914188965
65,-54726.87372994054,-55656.71602142336
66,-15550.275863902865,-15760.14095594292
67,-29277.114735804247,-29663.984973702944
68,-42408.89874199113,-43122.85564536969
69,-41888.88099488324,-42376.83714576992
70,-21329.728266888695,-21580.943554583213
71,-10976.277391243055,-11118.302459456558
72,-49049.11233452383,-49776.86076564781
73,-27352.98976629636,-27729.84302055496
74,-68226.27071777404,-69670.7613342088
75,-79505.58047036084,-80373.4920730732
76,-34957.54798011241,-35421.90396481765
77,-55712.57919036752,-56516.93203243588
78,-76535.69527465326,-77280.19919196684
79,-61578.063558589914,-62327.37521626973
80,-49785.19882640119,-51032.2214984472
81,-37182.107708039664,-37595.74690205781
82,-12222.020307782166,-12327.246830509546
83,-22569.671234823527,-22934.51136674221
84,-4776.420027124606,-4975.840168150407
85,-25869.476799104566,-26102.10222006189
86,-51220.09752699192,-51939.383451688875
87,-41600.60028373115,-42125.940974012774
88,-80056.6959208482,-80825.05442734202
89,-84798.35179163193,-85914.69128587152
90,-33680.41858583778,-34008.514907077304
91,-78822.36722075731,-79804.64201226448
92,-55857.96495081087,-56464.77675250603
93,-40889.68439158841,-41445.001695174426
94,-12671.446640223869,-13032.536195332292
95,-41033.9319764332,-41543.87114422
96,-93082.42844011981,-94398.08244377047
97,-38769.623692032415,-39224.90641686203
98,-40427.27921986399,-40840.778382424854
99,-24572.226200427842,-24910.064654526668
100,-56167.48959279921,-56952.959918433444
101,-65890.51757542505,-66722.74277611963
102,-31082.19465893416,-31377.664901522538
103,-28445.790571070604,-28826.592730866792
104,-38812.5248133154,-39133.478922345006
105,-25311.851993286757,-25548.405689230527
106,-16781.895543643746,-16984.554611238804
107,-71593.79312322495,-72574.28342882889
108,-12445.103690582217,-12548.780811378581
109,-21801.56414647958,-22039.078436958993
110,-44597.40803530283,-45200.094022915095
111,-41198.20577595724,-41670.172565407775
112,-39726.343833726285,-40367.09271593945
113,-70210.15245281968,-71099.47699606643
114,-52180.621513355916,-52759.40374885185
115,-47924.17101943137,-48755.54137816114
116,-63020.76779298096,-63701.136262555934
117,-50687.53838874868,-51385.4282862315
118,-30160.08271406799,-30634.577874023933
119,-39238.91759011304,-39554.456083023426
120,-67579.28093412158,-68468.8796137266
121,-47541.6733902336,-48047.76605570649
122,-23838.254503460455,-24296.835843544355
123,-21835.232342206902,-22105.032960901826
124,-41665.76407037898,-42608.5051123383
125,-50468.67487893639,-50960.578503505676
126,-19862.338957329233,-20203.49579859195
127,-27009.844622183213,-27376.474875739343
128,-22973.377413230894,-23369.63214965856
129,-104648.53893767703,-106014.56246327386
130,-36757.794029598386,-37373.009187939555
131,-41396.052543988946,-41859.20352517329
132,-53756.08764872057,-54400.817929810364
133,-45992.80574795567,-46616.04520966232
134,-55329.23313586229,-56017.847528964994
135,-32942.77255150749,-33553.610740038836
136,-42745.69758174312,-43327.281807523854
137,-42822.67219463478,-43198.22583651293
138,-50491.63792486069,-51148.04156197605
139,-30104.066348998735,-30486.30415619114
140,-94328.9319063062,-95484.76426708786
141,-17054.390336801513,-17384.868133541724
142,-59123.397349391416,-60185.759222421344
143,-52376.149672794694,-53070.14006877704
144,-66844.00372129545,-67740.06891062944
145,-48358.1890190425,-48864.465612764434
146,-56056.06968594645,-56865.926626436856
147,-33006.90948004164,-33457.4315771431
148,-28829.220076348465,-29223.235683167084
149,-46027.77898962434,-46541.230716526465
150,-24944.210128996587,-25413.95875263701
151,-56671.835735550565,-57279.593857267755
152,-28834.190798568994,-29455.26413896601
153,-36377.9192640523,-36856.451886401286
154,-17183.043319387692,-17479.75966798844
155,-36522.15650933134,-37146.742936077135
156,-48199.15890152125,-48745.27589139571
157,-54263.329990468366,-55007.25663665093
158,-41528.04532462842,-42201.731889645554
159,-36459.4221526772,-37100.008508681094
160,-10757.144704171978,-10845.964544571116
161,-4268.654201576561,-4330.155789986845
162,-6323.7215829304505,-6399.698551249899
